customer_id,name,gender,age,city,sim_type,join_date,is_active,device_type,referred_by
1196,Siya Kulkarni,Female,53,Ujjain,Prepaid,2023-01-30,False,Android,11
1197,Eshani Chaudhari,Male,31,Gwalior,Prepaid,2023-05-05,True,iOS,4881
1198,Ivan Subramaniam,Female,31,Ujjain,Prepaid,2023-07-29,True,Feature Phone,411
1199,Indrans Ravi,Other,52,Indore,Prepaid,2023-09-29,True,Android,2940
1200,Aaryahi Hans,Male,47,Jabalpur,Postpaid,2023-08-01,True,iOS,2655
1201,Trisha Baria,Female,45,Ujjain,Postpaid,2023-05-13,True,Android,3187
1202,Sara Kala,Male,34,Gwalior,Prepaid,2023-06-06,True,iOS,3451
1203,Dishani Zacharia,Female,20,Indore,Prepaid,2023-02-16,True,Android,599
1204,Amani Sachdev,Other,33,Ujjain,Prepaid,2023-12-23,True,iOS,824
1205,Mannat Tak,Other,47,Ujjain,Postpaid,2023-12-29,True,iOS,2398
1206,Madhup Dugal,Male,46,Ujjain,Postpaid,2023-01-22,True,Feature Phone,4115
1207,Kabir Chopra,Female,32,Ujjain,Postpaid,2023-03-24,True,iOS,313
1208,Sahil Bora,Male,42,Jabalpur,Postpaid,2023-08-22,True,Android,2975
1209,Mohanlal Venkatesh,Male,55,Gwalior,Prepaid,2023-03-01,True,iOS,3739
1210,Aaina Ranganathan,Female,59,Gwalior,Postpaid,2023-07-07,True,iOS,2493
1211,Ela Kulkarni,Female,55,Indore,Prepaid,2023-02-27,True,Android,1946
1212,Dhanush Buch,Female,40,Bhopal,Postpaid,2023-09-16,True,Android,231
1213,Miraya Dewan,Other,42,Jabalpur,Postpaid,2023-06-11,True,iOS,3741
1214,Riya Kala,Male,59,Indore,Postpaid,2023-10-28,False,Android,2673
1215,Ivana Rajagopal,Male,24,Indore,Postpaid,2023-11-02,True,iOS,3455
1216,Sumer Vala,Other,39,Ujjain,Prepaid,2023-01-02,True,iOS,3584
1217,Pihu Seshadri,Female,34,Bhopal,Prepaid,2023-09-28,True,iOS,44
1218,Badal Dar,Other,35,Bhopal,Prepaid,2023-05-23,True,Android,2925
1219,Divit Wadhwa,Other,58,Jabalpur,Prepaid,2023-07-07,True,Feature Phone,3694
1220,Onkar Wali,Other,27,Bhopal,Prepaid,2023-12-18,True,Feature Phone,2271
1221,Anaya Mahajan,Male,27,Indore,Prepaid,2023-12-07,True,iOS,3458
1222,Hiran Johal,Other,24,Bhopal,Prepaid,2023-08-12,True,iOS,2950
1223,Nayantara Rau,Male,55,Bhopal,Postpaid,2023-06-29,True,Android,2319
1224,Raghav Kaur,Male,44,Gwalior,Prepaid,2023-01-23,False,Feature Phone,3386
1225,Lakshay Kala,Male,50,Indore,Postpaid,2023-12-21,True,Feature Phone,2295
1226,Akarsh Vasa,Female,18,Bhopal,Prepaid,2023-02-06,True,Feature Phone,2996
1227,Samiha Sane,Male,51,Bhopal,Postpaid,2023-04-17,False,Android,3639
1228,Mishti Kapoor,Male,21,Ujjain,Prepaid,2023-10-24,True,Android,4917
1229,Aayush Dara,Female,34,Bhopal,Postpaid,2023-08-17,True,Android,3368
1230,Tejas Shere,Male,21,Bhopal,Prepaid,2023-11-09,False,iOS,3285
1231,Eva Tiwari,Other,43,Gwalior,Prepaid,2023-04-07,True,Android,2343
1232,Aarav Mander,Other,21,Indore,Prepaid,2023-10-08,False,iOS,171
1233,Onkar Tiwari,Male,18,Jabalpur,Prepaid,2023-04-20,True,iOS,4342
1234,Bhamini Tailor,Female,24,Indore,Postpaid,2023-02-06,True,iOS,1640
1235,Purab Dixit,Other,47,Ujjain,Prepaid,2023-02-09,True,iOS,617
1236,Divyansh Chowdhury,Female,26,Indore,Prepaid,2023-03-26,True,Android,240
1237,Pihu Walla,Female,52,Bhopal,Postpaid,2023-10-29,True,Android,4494
1238,Anahita Lad,Other,25,Ujjain,Prepaid,2023-07-07,True,Feature Phone,1857
1239,Yakshit Rana,Female,41,Indore,Postpaid,2023-08-28,True,Feature Phone,923
1240,Raghav Agate,Other,36,Ujjain,Postpaid,2023-12-24,True,iOS,4888
1241,Navya Sharaf,Female,53,Jabalpur,Prepaid,2023-12-20,True,Feature Phone,1905
1242,Saanvi Dara,Other,44,Indore,Prepaid,2023-01-19,True,Feature Phone,3150
1243,Madhup Roy,Male,49,Bhopal,Postpaid,2023-12-13,True,Feature Phone,813
1244,Yashvi Dave,Other,31,Ujjain,Prepaid,2023-11-21,True,iOS,5000
1245,Divij Bhagat,Other,35,Gwalior,Postpaid,2023-09-18,False,Feature Phone,1731
1246,Eva Shenoy,Other,45,Ujjain,Prepaid,2023-06-07,True,Android,832
1247,Riya Varma,Other,46,Gwalior,Prepaid,2023-10-31,True,iOS,3425
1248,Anahi Kala,Female,33,Bhopal,Postpaid,2023-04-22,True,Android,2208
1249,Bhavin Kunda,Male,52,Jabalpur,Prepaid,2023-05-24,True,iOS,4840
1250,Saksham Tata,Other,48,Gwalior,Prepaid,2023-09-13,True,Android,3433
1251,Bhavin Buch,Female,21,Jabalpur,Prepaid,2023-01-18,True,Feature Phone,4909
1252,Advik Kapoor,Male,54,Ujjain,Postpaid,2023-07-03,False,iOS,3369
1253,Jayant Bava,Male,34,Bhopal,Prepaid,2023-10-14,True,Android,2228
1254,Indrajit Andra,Male,56,Gwalior,Postpaid,2023-05-11,False,iOS,2261
1255,Navya Bora,Male,43,Ujjain,Prepaid,2023-10-08,True,Android,4626
1256,Zoya Baria,Other,56,Indore,Postpaid,2023-09-02,True,Feature Phone,2918
1257,Manikya Bahri,Other,58,Ujjain,Prepaid,2023-01-08,True,iOS,3521
1258,Biju Gera,Female,21,Jabalpur,Prepaid,2023-07-12,True,iOS,4381
1259,Diya Babu,Female,47,Bhopal,Postpaid,2023-11-14,True,Android,2709
1260,Kismat Barad,Female,47,Bhopal,Prepaid,2023-01-07,True,Android,1821
1261,Heer Brahmbhatt,Male,39,Ujjain,Postpaid,2023-05-16,False,Feature Phone,649
1262,Vanya Borah,Male,28,Indore,Prepaid,2023-01-19,True,Android,189
1263,Hazel Singh,Other,19,Jabalpur,Postpaid,2023-05-19,True,Android,1223
1264,Azad Batra,Male,29,Ujjain,Prepaid,2023-06-26,True,Android,479
1265,Ivana Rajan,Male,47,Ujjain,Postpaid,2023-01-11,True,Feature Phone,3063
1266,Raunak Lata,Male,53,Bhopal,Prepaid,2023-02-10,True,Feature Phone,2026
1267,Nayantara Tiwari,Female,35,Jabalpur,Postpaid,2023-04-24,True,iOS,4613
1268,Aradhya Khurana,Female,43,Indore,Postpaid,2023-06-29,True,Feature Phone,1889
1269,Stuvan Sanghvi,Other,24,Bhopal,Prepaid,2023-07-13,True,Android,1551
1270,Ehsaan Bakshi,Male,18,Ujjain,Postpaid,2023-07-15,False,iOS,2917
1271,Aayush Singh,Male,43,Bhopal,Postpaid,2023-12-14,True,Feature Phone,3256
1272,Baiju Badami,Other,40,Bhopal,Prepaid,2023-08-13,True,Feature Phone,2807
1273,Hunar Gour,Male,43,Gwalior,Prepaid,2023-11-27,True,Android,34
1274,Tejas Rajagopalan,Male,23,Bhopal,Prepaid,2023-11-19,True,Android,296
1275,Ryan Mallick,Female,23,Bhopal,Prepaid,2023-09-18,True,Feature Phone,2501
1276,Shalv Din,Other,25,Jabalpur,Prepaid,2023-04-26,True,iOS,3780
1277,Vihaan Kothari,Other,41,Bhopal,Prepaid,2023-05-30,True,Android,3577
1278,Navya Chand,Other,39,Indore,Postpaid,2023-04-28,True,Feature Phone,1430
1279,Abram Chaudhary,Other,36,Ujjain,Postpaid,2023-06-14,True,Feature Phone,2190
1280,Ela Chakrabarti,Female,54,Jabalpur,Postpaid,2023-09-09,True,Android,1988
1281,Indrajit Kaul,Female,35,Bhopal,Prepaid,2023-09-24,False,iOS,4744
1282,Jiya Ganesan,Male,48,Indore,Prepaid,2023-02-13,True,iOS,2883
1283,Krish Sodhi,Male,54,Ujjain,Postpaid,2023-06-30,True,iOS,1710
1284,Arhaan Behl,Male,47,Jabalpur,Postpaid,2023-03-18,True,Android,2778
1285,Aniruddh Issac,Male,59,Indore,Prepaid,2023-04-26,False,Android,3698
1286,Vaibhav Sridhar,Female,50,Bhopal,Postpaid,2023-03-08,True,Android,1548
1287,Tejas Iyengar,Other,27,Gwalior,Prepaid,2023-01-13,True,iOS,463
1288,Jivin Bava,Female,54,Gwalior,Prepaid,2023-04-02,True,iOS,3316
1289,Alisha Mander,Male,29,Jabalpur,Postpaid,2023-09-03,True,Android,3305
1290,Vritika Gour,Female,47,Indore,Prepaid,2023-09-24,False,Android,514
1291,Sahil Rattan,Other,44,Ujjain,Prepaid,2023-05-19,False,Android,4097
1292,Rohan Gill,Other,56,Indore,Prepaid,2023-12-07,False,iOS,3567
1293,Jayesh Khatri,Female,26,Gwalior,Prepaid,2023-09-01,False,Feature Phone,3804
1294,Trisha Dalal,Female,38,Jabalpur,Postpaid,2023-12-07,False,Feature Phone,3688
1295,Jayan Bawa,Female,29,Bhopal,Prepaid,2023-09-30,True,iOS,3939
1296,Jivin Borde,Male,46,Indore,Prepaid,2023-10-31,True,Android,3490
1297,Samaira Sama,Female,50,Gwalior,Postpaid,2023-07-10,True,Android,1472
1298,Mamooty Tripathi,Female,32,Ujjain,Prepaid,2023-04-07,False,Android,338
1299,Neelofar Agarwal,Female,19,Jabalpur,Prepaid,2023-11-27,True,Android,3082
1300,Yakshit Kaul,Other,56,Bhopal,Postpaid,2023-07-24,True,iOS,3413
1301,Rasha Chaudhary,Other,35,Indore,Postpaid,2023-05-17,True,Feature Phone,2393
1302,Anvi Basak,Male,20,Ujjain,Prepaid,2023-03-18,True,Feature Phone,977
1303,Taimur Biswas,Male,24,Bhopal,Prepaid,2023-02-06,True,iOS,4979
1304,Yuvraj  Gour,Other,35,Gwalior,Postpaid,2023-10-13,True,Android,2246
1305,Vihaan Dugar,Other,55,Gwalior,Prepaid,2023-10-30,True,Feature Phone,4069
1306,Ivana Chawla,Other,54,Ujjain,Prepaid,2023-05-15,True,iOS,1704
1307,Kimaya Dalal,Female,50,Gwalior,Prepaid,2023-05-22,True,Android,872
1308,Zara Goda,Female,48,Jabalpur,Postpaid,2023-09-11,True,Feature Phone,3410
1309,Nehmat Sule,Other,28,Ujjain,Prepaid,2023-02-17,False,iOS,2590
1310,Jivin Mangal,Female,21,Gwalior,Postpaid,2023-09-12,True,Feature Phone,4553
1311,Shanaya Rajagopal,Female,35,Indore,Postpaid,2023-05-14,True,Feature Phone,1550
1312,Hazel Babu,Male,21,Gwalior,Postpaid,2023-10-17,True,iOS,3508
1313,Ojas Bhandari,Other,51,Jabalpur,Postpaid,2023-07-27,True,iOS,4462
1314,Amani Tripathi,Other,46,Bhopal,Prepaid,2023-04-11,True,Feature Phone,2622
1315,Ritvik Ratta,Female,41,Bhopal,Postpaid,2023-02-15,True,Feature Phone,2530
1316,Prisha Bath,Other,39,Gwalior,Prepaid,2023-03-11,True,iOS,2158
1317,Shamik Gour,Male,19,Bhopal,Postpaid,2023-05-16,True,Android,2357
1318,Aarna Bail,Male,23,Gwalior,Postpaid,2023-10-07,True,Android,160
1319,Ryan Bhattacharyya,Male,59,Jabalpur,Prepaid,2023-03-08,True,Android,4940
1320,Vritika Thaman,Other,42,Bhopal,Postpaid,2023-01-04,True,Android,2103
1321,Ela Raman,Other,38,Indore,Postpaid,2023-08-12,False,iOS,2809
1322,Anvi Soni,Other,33,Gwalior,Prepaid,2023-01-01,True,Android,2000
1323,Raunak Dalal,Other,48,Bhopal,Postpaid,2023-10-17,True,Feature Phone,2582
1324,Ojas Anne,Other,31,Jabalpur,Postpaid,2023-04-19,True,Android,2994
1325,Anahita Viswanathan,Male,56,Jabalpur,Postpaid,2023-09-22,True,iOS,2935
1326,Taran Johal,Female,45,Indore,Prepaid,2023-03-04,True,Android,2312
1327,Yakshit Ahuja,Male,49,Jabalpur,Postpaid,2023-09-23,True,Android,2796
1328,Ahana  Bains,Other,45,Jabalpur,Prepaid,2023-05-18,True,iOS,4329
1329,Kaira Sharaf,Male,26,Bhopal,Prepaid,2023-02-13,True,Android,4329
1330,Dhanush Shere,Other,39,Gwalior,Prepaid,2023-09-19,True,iOS,3589
1331,Biju Issac,Other,49,Ujjain,Postpaid,2023-08-04,True,Android,3117
1332,Ishita Cherian,Male,22,Jabalpur,Postpaid,2023-05-01,True,iOS,4654
1333,Divyansh Hayer,Other,40,Jabalpur,Postpaid,2023-06-01,False,Android,3748
1334,Misha Manda,Female,22,Ujjain,Postpaid,2023-08-01,True,Feature Phone,1950
1335,Diya Dass,Other,59,Jabalpur,Prepaid,2023-08-22,True,Feature Phone,1460
1336,Mamooty Chandran,Female,49,Bhopal,Prepaid,2023-12-17,True,iOS,4431
1337,Lakshay Roy,Female,27,Bhopal,Postpaid,2023-04-21,True,iOS,2452
1338,Hansh Bansal,Other,56,Ujjain,Postpaid,2023-12-27,True,iOS,4352
1339,Indranil Basak,Male,32,Jabalpur,Prepaid,2023-11-16,True,Feature Phone,3068
1340,Sumer Wason,Female,24,Jabalpur,Postpaid,2023-08-10,True,iOS,4091
1341,Renee Shankar,Male,46,Gwalior,Postpaid,2023-08-14,True,Android,2989
1342,Taran Sodhi,Female,20,Jabalpur,Postpaid,2023-07-29,True,iOS,772
1343,Anvi Cheema,Other,36,Bhopal,Postpaid,2023-03-12,True,iOS,1112
1344,Darshit Comar,Other,27,Indore,Postpaid,2023-12-26,True,Android,3312
1345,Dhruv Raval,Female,45,Indore,Postpaid,2023-03-30,True,Android,4407
1346,Damini Master,Other,46,Indore,Prepaid,2023-09-19,True,Feature Phone,1595
1347,Tushar Barad,Female,32,Indore,Prepaid,2023-07-07,True,Android,2730
1348,Dhruv Date,Other,52,Jabalpur,Prepaid,2023-04-22,True,Android,1282
1349,Ranbir Atwal,Male,23,Jabalpur,Prepaid,2023-08-27,True,iOS,3586
1350,Kiara Dora,Other,29,Gwalior,Postpaid,2023-09-13,True,Feature Phone,2829
1351,Drishya Dua,Male,55,Jabalpur,Postpaid,2023-05-30,True,Android,2374
1352,Piya D’Alia,Other,30,Indore,Prepaid,2023-05-07,True,Feature Phone,4886
1353,Eva Baria,Male,46,Ujjain,Prepaid,2023-11-15,False,Android,342
1354,Yasmin Dugal,Other,36,Ujjain,Prepaid,2023-10-01,True,Feature Phone,4934
1355,Tarini Bhavsar,Male,20,Bhopal,Prepaid,2023-11-29,True,Android,4724
1356,Lavanya Bhasin,Female,25,Bhopal,Prepaid,2023-05-19,True,iOS,2819
1357,Shanaya Vora,Female,25,Jabalpur,Postpaid,2023-04-13,True,Feature Phone,2926
1358,Prerak Tara,Male,37,Ujjain,Postpaid,2023-08-30,True,Feature Phone,1273
1359,Shayak Gola,Other,21,Indore,Prepaid,2023-04-27,True,Android,710
1360,Heer Sami,Male,38,Indore,Prepaid,2023-08-02,False,Feature Phone,739
1361,Divij Chaudhari,Other,20,Indore,Postpaid,2023-01-17,False,Android,1779
1362,Fateh Jani,Female,25,Jabalpur,Postpaid,2023-06-28,True,Feature Phone,4591
1363,Jiya Handa,Other,40,Jabalpur,Postpaid,2023-08-12,True,Feature Phone,4131
1364,Hridaan Dave,Female,33,Gwalior,Prepaid,2023-09-27,True,iOS,3719
1365,Bhavin Bala,Other,30,Indore,Postpaid,2023-11-09,True,iOS,4914
1366,Pari Maharaj,Other,20,Indore,Prepaid,2023-12-15,True,Feature Phone,10
1367,Adira Thaker,Other,26,Jabalpur,Prepaid,2023-05-14,True,iOS,1738
1368,Faiyaz Tella,Male,31,Jabalpur,Postpaid,2023-04-24,True,Feature Phone,2579
1369,Purab Lal,Male,30,Gwalior,Postpaid,2023-05-12,False,Android,1559
1370,Shaan Sule,Female,24,Gwalior,Postpaid,2023-05-19,True,Feature Phone,2143
1371,Lakshit Sunder,Female,32,Bhopal,Prepaid,2023-12-31,True,Feature Phone,2624
1372,Bhavin Varkey,Male,24,Ujjain,Postpaid,2023-08-20,True,iOS,4001
1373,Uthkarsh Seth,Female,55,Indore,Postpaid,2023-04-02,True,iOS,4546
1374,Damini Korpal,Male,51,Indore,Prepaid,2023-09-24,False,Android,2144
1375,Oorja Devan,Other,58,Gwalior,Postpaid,2023-04-09,False,Android,865
1376,Shaan Kulkarni,Female,39,Gwalior,Postpaid,2023-07-26,True,Android,1801
1377,Purab Taneja,Female,41,Bhopal,Prepaid,2023-01-08,True,Feature Phone,3453
1378,Shaan Sankar,Male,54,Ujjain,Prepaid,2023-11-17,True,Android,2717
1379,Gokul Ravi,Female,18,Bhopal,Prepaid,2023-04-03,True,Android,4303
1380,Nitya Kapur,Female,27,Ujjain,Prepaid,2023-06-07,True,iOS,1810
1381,Ojas Gokhale,Other,33,Indore,Prepaid,2023-12-26,True,iOS,4946
1382,Zain Sarna,Female,25,Bhopal,Postpaid,2023-04-09,True,Android,4342
1383,Rania Sharaf,Other,42,Gwalior,Postpaid,2023-08-13,True,Android,1998
1384,Vedika Krishnamurthy,Male,29,Bhopal,Prepaid,2023-12-06,True,Feature Phone,2932
1385,Sumer Das,Female,42,Bhopal,Postpaid,2023-07-27,True,Feature Phone,2131
1386,Gokul Tandon,Other,34,Indore,Postpaid,2023-03-14,True,iOS,4413
1387,Uthkarsh Dutta,Male,43,Gwalior,Prepaid,2023-02-28,True,Android,2693
1388,Shamik Bahri,Female,31,Gwalior,Prepaid,2023-10-14,True,Android,3177
1389,Neysa Anne,Male,58,Jabalpur,Prepaid,2023-03-05,True,Android,2797
1390,Tanya Shukla,Female,53,Jabalpur,Postpaid,2023-09-13,True,Android,4696
1391,Aaryahi Deshmukh,Male,40,Jabalpur,Prepaid,2023-02-17,False,Android,1556
1392,Anaya Bakshi,Male,23,Indore,Postpaid,2023-10-06,False,Feature Phone,3691
1393,Miraan Sankar,Other,22,Bhopal,Postpaid,2023-07-17,True,Feature Phone,4937
1394,Kiara Bajaj,Male,42,Gwalior,Postpaid,2023-06-07,True,Android,3573
1395,Hiran Iyengar,Female,35,Gwalior,Postpaid,2023-11-07,True,Feature Phone,4444
1396,Stuvan Ravel,Female,30,Bhopal,Prepaid,2023-01-07,True,Feature Phone,331
1397,Inaaya  Borah,Other,31,Gwalior,Postpaid,2023-09-05,True,Android,4706
1398,Jhanvi Deshpande,Female,45,Bhopal,Prepaid,2023-08-20,True,Feature Phone,1945
1399,Adah Bandi,Female,35,Indore,Postpaid,2023-04-16,True,Android,4840
1400,Nirvaan Gala,Female,45,Indore,Prepaid,2023-04-08,True,Feature Phone,3959
1401,Vedika Rastogi,Male,44,Indore,Prepaid,2023-09-25,True,Android,4665
1402,Ira Tara,Male,49,Bhopal,Prepaid,2023-03-01,False,Android,1685
1403,Tushar Atwal,Female,26,Bhopal,Postpaid,2023-11-04,True,Feature Phone,2437
1404,Anaya Konda,Other,57,Ujjain,Postpaid,2023-05-20,False,Feature Phone,971
1405,Riaan Hari,Male,49,Gwalior,Postpaid,2023-11-24,True,iOS,747
1406,Tiya Tandon,Other,37,Gwalior,Prepaid,2023-07-09,True,Android,2185
1407,Anahi Chaudhary,Female,45,Ujjain,Postpaid,2023-05-05,True,Android,1385
1408,Bhavin Madan,Female,50,Ujjain,Postpaid,2023-06-12,True,Android,4031
1409,Mannat Kaur,Male,21,Indore,Postpaid,2023-03-01,True,Android,1019
1410,Purab Mannan,Female,51,Ujjain,Prepaid,2023-01-31,True,Feature Phone,2579
1411,Stuvan Sur,Male,20,Bhopal,Postpaid,2023-11-29,True,Feature Phone,4112
1412,Mohanlal Setty,Female,43,Jabalpur,Postpaid,2023-03-17,True,iOS,4664
1413,Himmat Keer,Female,25,Bhopal,Prepaid,2023-08-31,True,Android,3941
1414,Manikya Dar,Male,23,Ujjain,Prepaid,2023-11-13,True,iOS,2025
1415,Nitya Bora,Male,33,Gwalior,Prepaid,2023-09-15,True,iOS,1543
1416,Sumer Biswas,Male,41,Bhopal,Prepaid,2023-07-09,False,iOS,2712
1417,Zaina Bhandari,Female,56,Gwalior,Prepaid,2023-11-11,True,iOS,3047
1418,Riaan Bath,Female,47,Bhopal,Prepaid,2023-10-23,True,iOS,1455
1419,Uthkarsh Rana,Other,30,Gwalior,Postpaid,2023-06-26,True,Feature Phone,3004
1420,Shalv Dey,Male,22,Bhopal,Postpaid,2023-10-15,False,Feature Phone,1703
1421,Gokul Taneja,Female,42,Gwalior,Prepaid,2023-10-21,True,iOS,4421
1422,Taimur Mann,Female,37,Jabalpur,Postpaid,2023-12-14,True,Feature Phone,3874
1423,Arnav Shankar,Male,35,Indore,Prepaid,2023-07-26,True,Feature Phone,122
1424,Tanya Wadhwa,Other,35,Bhopal,Postpaid,2023-08-03,True,iOS,1477
1425,Samaira Chokshi,Male,19,Jabalpur,Prepaid,2023-12-10,True,Feature Phone,266
1426,Suhana Datta,Other,27,Indore,Prepaid,2023-05-21,True,Feature Phone,28
1427,Jayesh Bakshi,Female,29,Bhopal,Postpaid,2023-03-26,False,Android,2125
1428,Samar Krish,Other,30,Jabalpur,Postpaid,2023-07-01,True,iOS,432
1429,Fateh Sibal,Female,28,Jabalpur,Postpaid,2023-11-28,False,Android,4975
1430,Adira Rajagopalan,Male,36,Jabalpur,Postpaid,2023-05-08,False,Android,3778
1431,Oorja Vasa,Male,52,Ujjain,Postpaid,2023-09-26,True,iOS,4532
1432,Raghav Yogi,Male,56,Gwalior,Postpaid,2023-02-08,True,Android,1086
1433,Indranil Sengupta,Other,43,Indore,Postpaid,2023-01-23,True,Android,2095
1434,Navya Ahuja,Female,31,Gwalior,Postpaid,2023-08-30,False,Feature Phone,2486
1435,Zara Sarin,Male,41,Gwalior,Prepaid,2023-04-17,True,Android,101
1436,Zain Brahmbhatt,Male,58,Gwalior,Postpaid,2023-12-14,True,iOS,2155
1437,Mohanlal Ranganathan,Female,18,Jabalpur,Postpaid,2023-05-22,True,Feature Phone,3049
1438,Madhup Ben,Male,39,Gwalior,Prepaid,2023-05-25,False,Feature Phone,4983
1439,Yuvaan Gala,Female,40,Ujjain,Prepaid,2023-10-07,True,Feature Phone,800
1440,Eshani Bhatti,Female,36,Bhopal,Prepaid,2023-09-02,True,iOS,3823
1441,Prisha Chhabra,Female,35,Jabalpur,Prepaid,2023-07-10,True,iOS,1296
1442,Indranil Bhatt,Female,29,Indore,Postpaid,2023-10-17,True,iOS,435
1443,Nitya Kumar,Female,45,Bhopal,Postpaid,2023-06-28,True,Android,3805
1444,Pihu Chana,Other,45,Bhopal,Prepaid,2023-04-22,False,Android,2614
1445,Yuvaan Date,Male,50,Bhopal,Prepaid,2023-08-02,True,Feature Phone,916
1446,Sara Chandra,Other,36,Gwalior,Postpaid,2023-05-18,True,Feature Phone,2276
1447,Kartik Dixit,Male,45,Gwalior,Postpaid,2023-07-19,True,iOS,4641
1448,Bhavin Bera,Other,54,Jabalpur,Postpaid,2023-01-07,True,iOS,648
1449,Nirvi Mannan,Female,43,Gwalior,Postpaid,2023-12-12,True,Android,2296
1450,Divit Borra,Male,52,Gwalior,Prepaid,2023-01-13,True,Android,4079
1451,Kaira Khalsa,Male,51,Gwalior,Postpaid,2023-03-21,True,iOS,1432
1452,Stuvan Varma,Other,52,Jabalpur,Prepaid,2023-10-13,True,iOS,2362
1453,Kashvi Jayaraman,Other,57,Jabalpur,Prepaid,2023-06-08,True,Android,4133
1454,Nayantara Kata,Male,33,Ujjain,Prepaid,2023-09-29,True,Feature Phone,724
1455,Raghav Soman,Other,55,Ujjain,Postpaid,2023-07-20,True,Feature Phone,1548
1456,Zara Sanghvi,Other,30,Ujjain,Prepaid,2023-05-30,True,Android,980
1457,Azad Bawa,Other,40,Ujjain,Postpaid,2023-10-23,True,Android,84
1458,Seher Doshi,Female,39,Bhopal,Prepaid,2023-10-20,True,Feature Phone,3487
1459,Madhup Barman,Female,33,Bhopal,Postpaid,2023-11-30,True,Android,1366
1460,Sana Sahni,Other,45,Ujjain,Prepaid,2023-09-29,True,Feature Phone,4815
1461,Hrishita Chander,Other,52,Ujjain,Prepaid,2023-02-12,True,Feature Phone,550
1462,Gokul Chad,Female,25,Indore,Postpaid,2023-11-15,True,Android,3493
1463,Romil Rajagopalan,Female,39,Bhopal,Postpaid,2023-01-15,True,iOS,2763
1464,Divit Chawla,Male,38,Indore,Prepaid,2023-09-05,True,iOS,3854
1465,Shanaya Sahni,Male,43,Indore,Prepaid,2023-06-21,True,iOS,4683
1466,Armaan Bedi,Female,57,Gwalior,Postpaid,2023-08-06,True,iOS,3200
1467,Dishani Contractor,Other,38,Jabalpur,Prepaid,2023-05-17,True,iOS,152
1468,Kiara Kara,Other,42,Bhopal,Postpaid,2023-11-17,True,iOS,3499
1469,Heer Chander,Other,58,Ujjain,Postpaid,2023-08-15,True,iOS,2213
1470,Tarini Dayal,Other,18,Ujjain,Prepaid,2023-02-13,True,Android,2986
1471,Damini Sahota,Male,23,Jabalpur,Postpaid,2023-01-20,True,Android,4095
1472,Hunar Chada,Female,40,Bhopal,Prepaid,2023-04-29,True,iOS,1568
1473,Samarth Dugal,Other,40,Ujjain,Postpaid,2023-08-22,True,Android,212
1474,Jhanvi Saraf,Male,40,Ujjain,Postpaid,2023-12-02,False,Feature Phone,4838
1475,Anika Dave,Other,49,Gwalior,Prepaid,2023-12-22,True,iOS,2180
1476,Vanya Soman,Female,47,Indore,Postpaid,2023-09-19,True,Feature Phone,3224
1477,Saksham Goyal,Male,30,Ujjain,Prepaid,2023-03-24,True,Android,4192
1478,Dhruv Bumb,Female,35,Bhopal,Postpaid,2023-01-31,True,iOS,1527
1479,Vihaan Varkey,Female,40,Jabalpur,Postpaid,2023-11-18,True,Feature Phone,522
1480,Kartik Sane,Male,32,Gwalior,Postpaid,2023-10-01,True,Android,3947
1481,Biju Badami,Male,50,Bhopal,Postpaid,2023-08-22,True,iOS,1703
1482,Anahita Krishnamurthy,Male,38,Gwalior,Prepaid,2023-01-28,True,iOS,18
1483,Ryan Chadha,Male,56,Indore,Postpaid,2023-09-09,True,Feature Phone,3481
1484,Adah Wable,Male,40,Ujjain,Postpaid,2023-11-20,True,Feature Phone,1720
1485,Samar Singhal,Male,44,Bhopal,Postpaid,2023-09-10,True,Feature Phone,3317
1486,Anya Khare,Male,35,Jabalpur,Prepaid,2023-08-27,True,Android,4015
1487,Badal Bir,Other,41,Indore,Prepaid,2023-11-10,False,Feature Phone,879
1488,Ela Lala,Female,57,Indore,Prepaid,2023-06-24,True,Feature Phone,594
1489,Kaira Sharaf,Male,59,Gwalior,Prepaid,2023-07-13,False,Feature Phone,4739
1490,Priyansh Ramachandran,Other,24,Indore,Postpaid,2023-06-29,True,iOS,4897
1491,Khushi Ramanathan,Other,37,Bhopal,Postpaid,2023-10-22,True,Feature Phone,4551
1492,Mehul Lanka,Other,44,Gwalior,Postpaid,2023-08-03,True,Feature Phone,1610
1493,Nakul Sengupta,Female,23,Indore,Prepaid,2023-07-22,True,Android,876
1494,Mohanlal Brahmbhatt,Male,44,Jabalpur,Prepaid,2023-09-07,True,Android,3232
1495,Neelofar Taneja,Other,26,Bhopal,Postpaid,2023-12-28,True,Feature Phone,2449
1496,Zaina Chand,Female,48,Jabalpur,Postpaid,2023-09-14,False,Android,4558
1497,Piya Karpe,Female,38,Jabalpur,Postpaid,2023-03-16,True,Android,2137
1498,Nishith Chandran,Female,43,Gwalior,Prepaid,2023-12-10,True,Android,2054
1499,Shamik Chanda,Other,57,Ujjain,Postpaid,2023-07-21,True,iOS,84
1500,Yuvraj  Bhardwaj,Male,30,Gwalior,Postpaid,2023-05-22,True,Feature Phone,1440
1501,Hiran Aggarwal,Other,40,Bhopal,Prepaid,2023-07-25,True,Feature Phone,2669
1502,Gokul Date,Other,37,Bhopal,Prepaid,2023-07-18,True,Feature Phone,2220
1503,Aarna Wable,Male,54,Gwalior,Postpaid,2023-06-20,False,Android,699
